id_pos,id_type_install,type_install,lat,lon,geometry,id_arr
3449,4756,cpt_traffic,48.83726597266224,2.348062229644813,"LINESTRING (2.348997426135594 48.83716686007784, 2.347127033154032 48.83736508524663)",1
3450,4778,cpt_traffic,48.83726955142971,2.353143384281545,"LINESTRING (2.3543884310312393 48.837663605655166, 2.351898337531851 48.83687549720427)",1
3451,4787,cpt_traffic,48.83827199154646,2.3563321385700395,"LINESTRING (2.3568356078457007 48.83842458450387, 2.3558286692943784 48.838119398589065)",1
3452,4784,cpt_traffic,48.83789150212212,2.355108550162809,"LINESTRING (2.3558286692943784 48.838119398589065, 2.3543884310312393 48.837663605655166)",1
3453,4805,cpt_traffic,48.837706320414725,2.351287591618905,"LINESTRING (2.351898337531851 48.83687549720427, 2.350676845705959 48.83853714362518)",1
3454,4807,cpt_traffic,48.83765795742218,2.351096989184593,"LINESTRING (2.350490321712138 48.83850023727967, 2.3517036566570475 48.83681567756469)",1
3455,4810,cpt_traffic,48.83921118594136,2.3510397960535245,"LINESTRING (2.3506793015686394 48.83856967802651, 2.3514002905384093 48.83985269385622)",1
3456,4825,cpt_traffic,48.84357246812319,2.3521877350339206,"LINESTRING (2.3523111679063304 48.84445361612277, 2.3520643021615104 48.84269132012359)",1
3457,4827,cpt_traffic,48.841244019145606,2.351861578893142,"LINESTRING (2.351918981898905 48.841653828395884, 2.351804175887379 48.84083420989531)",1
3458,4812,cpt_traffic,48.84033406532723,2.3516708096927097,"LINESTRING (2.3514002905384093 48.83985269385622, 2.35194132884701 48.84081543679822)",1
3459,4830,cpt_traffic,48.839199442908495,2.348887445320026,"LINESTRING (2.3505712777923984 48.838594372770665, 2.3503931616543734 48.83861964911216, 2.347213292942171 48.8398418078725)",1
3460,4815,cpt_traffic,48.84122723934719,2.3519989670117747,"LINESTRING (2.35194132884701 48.84081543679822, 2.352056605176539 48.841639041896165)",1
